Branch1,Branch2,Success,MW_Lost
29,49,1,0.00
5,63,1,0.00
130,185,1,0.00
24,80,1,0.00
48,137,1,0.00
137,169,1,0.00
125,173,1,0.00
3,95,1,0.00
2,186,1,0.00
48,163,1,0.00
14,19,1,0.00
10,161,1,0.00
45,50,1,0.00
2,63,1,0.00
50,130,1,0.00
48,169,1,0.00
91,182,1,0.00
27,155,1,0.00
106,160,1,0.00
29,186,1,0.00
103,131,1,0.00
78,129,1,0.00
68,71,1,0.00
34,79,1,0.00
44,94,1,0.00
3,45,1,0.00
146,153,1,0.00
4,14,1,0.00
122,164,1,0.00
13,31,1,0.00
79,182,1,0.00
5,71,1,0.00
29,116,1,0.00
100,128,1,0.00
4,16,1,0.00
73,147,1,0.00
47,138,1,0.00
28,156,1,0.00
26,145,1,0.00
86,171,1,0.00
31,40,1,0.00
28,111,1,0.00
111,160,1,0.00
21,106,1,0.00
103,165,1,0.00
138,143,1,0.00
18,41,1,0.00
81,117,1,0.00
119,135,1,0.00
120,129,1,0.00
33,173,1,0.00
36,126,1,0.00
4,179,1,0.00
44,68,1,0.00
87,108,1,0.00
32,112,1,0.00
17,99,1,0.00
5,172,1,0.00
112,137,1,0.00
83,93,1,0.00
96,122,1,0.00
18,156,1,0.00
50,166,1,0.00
71,166,1,0.00
35,74,1,0.00
40,149,1,0.00
24,168,1,0.00
12,75,1,0.00
95,185,1,0.00
121,140,1,0.00
140,160,1,0.00
19,46,1,0.00
85,110,1,0.00
79,108,1,0.00
15,95,1,0.00
138,164,1,0.00
87,164,1,0.00
18,132,1,0.00
121,144,1,0.00
20,181,1,0.00
21,91,1,0.00
48,111,1,0.00
15,45,1,0.00
64,157,1,0.00
3,175,1,0.00
37,87,1,0.00
52,77,1,0.00
78,136,1,0.00
129,158,1,0.00
126,139,1,0.00
78,143,1,0.00
60,104,1,0.00
132,170,1,0.00
161,173,1,0.00
63,168,1,0.00
13,175,1,0.00
156,158,1,0.00
13,102,1,0.00
29,130,1,0.00
39,174,1,0.00
60,140,1,0.00
146,182,1,0.00
152,174,1,0.00
42,174,1,0.00
12,21,1,0.00
62,67,1,0.00
26,79,1,0.00
142,148,1,0.00
96,115,1,0.00
41,151,1,0.00
77,92,1,0.00
71,129,1,0.00
104,148,1,0.00
80,99,1,0.00
56,169,1,0.00
26,36,1,0.00
112,142,1,0.00
148,171,1,0.00
35,41,1,0.00
29,153,1,0.00
151,182,1,0.00
79,135,1,0.00
50,174,1,0.00
62,170,1,0.00
42,97,1,0.00
60,166,1,0.00
141,145,1,0.00
124,185,1,0.00
59,97,1,0.00
50,78,1,0.00
51,127,1,0.00
98,179,1,0.00
11,67,1,0.00
90,125,1,0.00
95,96,1,0.00
90,140,1,0.00
93,139,1,0.00
73,105,1,0.00
20,50,1,0.00
131,150,1,0.00
28,91,1,0.00
25,106,1,0.00
84,153,1,0.00
39,85,1,0.00
60,131,1,0.00
71,142,1,0.00
114,129,1,0.00
81,151,1,0.00
33,98,1,0.00
49,97,1,0.00
19,167,1,0.00
131,186,1,0.00
96,112,1,0.00
18,19,1,0.00
77,165,1,0.00
117,129,1,0.00
8,56,1,0.00
26,143,1,0.00
6,135,1,0.00
63,84,1,0.00
57,62,1,0.00
32,122,1,0.00
2,6,1,0.00
80,179,1,0.00
81,160,1,0.00
144,162,1,0.00
162,182,1,0.00
96,149,1,0.00
60,144,1,0.00
37,90,1,0.00
145,173,1,0.00
17,40,1,0.00
63,131,1,0.00
89,101,1,0.00
62,84,1,0.00
114,130,1,0.00
42,72,1,0.00
73,90,1,0.00
6,96,1,0.00
3,83,1,0.00
26,121,1,0.00
27,157,1,0.00
94,168,1,0.00
58,82,1,0.00
49,98,1,0.00
30,146,1,0.00
84,128,1,0.00
5,159,1,0.00
20,63,1,0.00
5,138,1,0.00
71,165,1,0.00
122,185,1,0.00
54,160,1,0.00
6,74,1,0.00
166,172,1,0.00
30,44,1,0.00
84,120,1,0.00
39,182,1,0.00
53,59,1,0.00
106,162,1,0.00
56,149,1,0.00
6,38,1,0.00
56,59,1,0.00
24,155,1,0.00
26,30,1,0.00
50,92,1,0.00
70,164,1,0.00
10,85,1,0.00
22,131,1,0.00
130,131,1,0.00
16,149,1,0.00
77,185,1,0.00
43,136,1,0.00
10,32,1,0.00
22,55,1,0.00
45,65,1,0.00
129,167,1,0.00
43,102,1,0.00
110,151,1,0.00
8,125,1,0.00
11,160,1,0.00
30,84,1,0.00
27,64,1,0.00
5,98,1,0.00
21,44,1,0.00
28,103,1,0.00
118,167,1,0.00
3,13,1,0.00
103,129,1,0.00
146,157,1,0.00
62,65,1,0.00
11,33,1,0.00
117,168,1,0.00
99,139,1,0.00
71,164,1,0.00
23,25,1,0.00
26,40,1,0.00
4,122,1,0.00
69,140,1,0.00
61,118,1,0.00
18,119,1,0.00
51,76,1,0.00
129,148,1,0.00
138,148,1,0.00
68,173,1,0.00
38,180,1,0.00
30,130,1,0.00
33,174,1,0.00
145,186,1,0.00
165,185,1,0.00
78,96,1,0.00
42,163,1,0.00
36,80,1,0.00
87,163,1,0.00
43,63,1,0.00
18,150,1,0.00
102,122,1,0.00
87,116,1,0.00
56,94,1,0.00
129,168,1,0.00
36,122,1,0.00
46,88,1,0.00
25,44,1,0.00
148,150,1,0.00
105,157,1,0.00
49,180,1,0.00
115,179,1,0.00
8,39,1,0.00
128,135,1,0.00
4,6,1,0.00
84,95,1,0.00
41,98,1,0.00
22,27,1,0.00
20,57,1,0.00
41,85,1,0.00
37,164,1,0.00
46,116,1,0.00
5,49,1,0.00
12,150,1,0.00
30,59,1,0.00
2,79,1,0.00
128,142,1,0.00
175,179,1,0.00
31,100,1,0.00
51,185,1,0.00
5,16,1,0.00
38,98,1,0.00
25,56,1,0.00
128,185,1,0.00
35,178,1,0.00
70,105,1,0.00
62,159,1,0.00
32,45,1,0.00
70,115,1,0.00
132,143,1,0.00
18,170,1,0.00
35,50,1,0.00
141,152,1,0.00
39,144,1,0.00
40,105,1,0.00
86,185,1,0.00
59,131,1,0.00
82,156,1,0.00
82,155,1,0.00
52,137,1,0.00
17,20,1,0.00
52,101,1,0.00
130,179,1,0.00
167,178,1,0.00
123,156,1,0.00
25,72,1,0.00
3,82,1,0.00
12,174,1,0.00
5,17,1,0.00
66,109,1,0.00
74,116,1,0.00
104,135,1,0.00
109,141,1,0.00
45,60,1,0.00
26,147,1,0.00
75,123,1,0.00
73,130,1,0.00
16,148,1,0.00
124,179,1,0.00
86,164,1,0.00
61,81,1,0.00
41,65,1,0.00
118,141,1,0.00
13,32,1,0.00
33,81,1,0.00
10,56,1,0.00
71,117,1,0.00
34,49,1,0.00
35,119,1,0.00
109,140,1,0.00
116,131,1,0.00
33,73,1,0.00
82,138,1,0.00
56,85,1,0.00
16,157,1,0.00
34,137,1,0.00
85,96,1,0.00
18,90,1,0.00
10,117,1,0.00
70,186,1,0.00
25,115,1,0.00
63,156,1,0.00
117,156,1,0.00
112,144,1,0.00
36,137,1,0.00
24,48,1,0.00
32,162,1,0.00
85,149,1,0.00
27,33,1,0.00
89,122,1,0.00
25,41,1,0.00
70,150,1,0.00
18,175,1,0.00
63,100,1,0.00
97,174,1,0.00
140,155,1,0.00
49,151,1,0.00
50,87,1,0.00
102,171,1,0.00
4,175,1,0.00
82,186,1,0.00
132,173,1,0.00
53,84,1,0.00
114,179,1,0.00
50,111,1,0.00
80,152,1,0.00
62,165,1,0.00
8,58,1,0.00
41,101,1,0.00
54,70,1,0.00
66,99,1,0.00
30,164,1,0.00
31,90,1,0.00
157,173,1,0.00
31,180,1,0.00
44,45,1,0.00
4,76,1,0.00
38,138,1,0.00
58,80,1,0.00
1,44,1,0.00
25,45,1,0.00
41,80,1,0.00
40,66,1,0.00
122,135,1,0.00
24,170,1,0.00
31,61,1,0.00
40,88,1,0.00
42,165,1,0.00
37,72,1,0.00
168,185,1,0.00
35,111,1,0.00
143,180,1,0.00
95,108,1,0.00
34,130,1,0.00
90,171,1,0.00
54,141,1,0.00
44,78,1,0.00
86,130,1,0.00
21,41,1,0.00
81,88,1,0.00
84,121,1,0.00
131,181,1,0.00
82,169,1,0.00
16,154,1,0.00
44,62,1,0.00
107,131,1,0.00
95,149,1,0.00
119,145,1,0.00
62,82,1,0.00
140,150,1,0.00
80,94,1,0.00
16,129,1,0.00
95,186,1,0.00
138,179,1,0.00
139,170,1,0.00
37,119,1,0.00
51,109,1,0.00
18,81,1,0.00
4,25,1,0.00
1,4,1,0.00
20,141,1,0.00
39,147,1,0.00
1,69,1,0.00
5,18,1,0.00
46,97,1,0.00
99,127,1,0.00
107,161,1,0.00
21,83,1,0.00
76,143,1,0.00
68,159,1,0.00
15,70,1,0.00
143,144,1,0.00
1,147,1,0.00
72,84,1,0.00
84,170,1,0.00
81,126,1,0.00
103,181,1,0.00
37,155,1,0.00
84,86,1,0.00
16,49,1,0.00
96,162,1,0.00
71,104,1,0.00
13,69,1,0.00
30,91,1,0.00
73,79,1,0.00
52,181,1,0.00
39,64,1,0.00
65,154,1,0.00
58,153,1,0.00
33,135,1,0.00
84,142,1,0.00
54,73,1,0.00
42,109,1,0.00
23,54,1,0.00
5,24,1,0.00
27,80,1,0.00
57,149,1,0.00
29,32,1,0.00
53,104,1,0.00
15,128,1,0.00
33,78,1,0.00
103,139,1,0.00
118,151,1,0.00
111,119,1,0.00
8,55,1,0.00
136,151,1,0.00
32,108,1,0.00
25,110,1,0.00
6,55,1,0.00
71,152,1,0.00
59,90,1,0.00
71,116,1,0.00
12,57,1,0.00
35,75,1,0.00
86,173,1,0.00
99,125,1,0.00
11,146,1,0.00
34,92,1,0.00
43,155,1,0.00
54,132,1,0.00
63,157,1,0.00
14,173,1,0.00
87,162,1,0.00
34,129,1,0.00
26,80,1,0.00
90,129,1,0.00
115,117,1,0.00
1,52,1,0.00
80,165,1,0.00
136,156,1,0.00
45,114,1,0.00
76,160,1,0.00
89,181,1,0.00
76,125,1,0.00
54,93,1,0.00
11,83,1,0.00
23,55,1,0.00
33,165,1,0.00
58,73,1,0.00
54,103,1,0.00
112,128,1,0.00
1,19,1,0.00
88,100,1,0.00
105,125,1,0.00
79,148,1,0.00
68,87,1,0.00
45,67,1,0.00
63,118,1,0.00
37,77,1,0.00
71,162,1,0.00
42,101,1,0.00
80,142,1,0.00
15,170,1,0.00
121,148,1,0.00
35,112,1,0.00
54,119,1,0.00
116,122,1,0.00
36,153,1,0.00
36,83,1,0.00
112,162,1,0.00
106,116,1,0.00
26,131,1,0.00
100,141,1,0.00
72,171,1,0.00
25,151,1,0.00
5,32,1,0.00
55,168,1,0.00
148,174,1,0.00
53,72,1,0.00
6,30,1,0.00
119,180,1,0.00
35,52,1,0.00
42,126,1,0.00
77,166,1,0.00
63,77,1,0.00
32,38,0,BLACK_OUT
78,90,1,0.00
2,72,1,0.00
21,114,1,0.00
23,102,1,0.00
30,43,1,0.00
14,119,1,0.00
97,124,1,0.00
43,61,1,0.00
4,72,1,0.00
4,98,1,0.00
69,126,1,0.00
12,56,1,0.00
102,159,1,0.00
102,172,1,0.00
57,128,1,0.00
115,143,1,0.00
79,114,1,0.00
72,123,1,0.00
10,109,1,0.00
104,143,1,0.00
43,46,1,0.00
75,127,1,0.00
75,112,1,0.00
95,154,1,0.00
26,53,1,0.00
29,99,1,0.00
45,89,1,0.00
34,128,1,0.00
19,164,1,0.00
57,142,1,0.00
5,129,1,0.00
72,152,1,0.00
115,120,1,0.00
89,164,1,0.00
129,153,1,0.00
15,55,1,0.00
6,125,1,0.00
139,149,1,0.00
107,135,1,0.00
153,178,1,0.00
89,143,1,0.00
173,180,1,0.00
38,139,1,0.00
20,84,1,0.00
39,146,1,0.00
78,164,1,0.00
111,153,1,0.00
110,152,1,0.00
119,159,1,0.00
97,117,1,0.00
108,115,1,0.00
137,145,1,0.00
52,140,1,0.00
25,136,1,0.00
92,148,1,0.00
40,90,1,0.00
90,153,1,0.00
4,42,1,0.00
28,66,1,0.00
76,117,1,0.00
12,81,1,0.00
6,41,1,0.00
36,155,1,0.00
25,170,1,0.00
60,94,1,0.00
48,119,1,0.00
18,125,1,0.00
60,139,1,0.00
100,120,1,0.00
8,144,1,0.00
43,100,1,0.00
59,146,1,0.00
80,147,1,0.00
67,116,1,0.00
38,86,1,0.00
99,141,1,0.00
31,172,1,0.00
60,62,1,0.00
94,116,1,0.00
33,156,1,0.00
37,161,1,0.00
84,181,1,0.00
27,84,1,0.00
30,147,1,0.00
128,129,1,0.00
50,154,1,0.00
101,160,1,0.00
38,125,1,0.00
19,174,1,0.00
96,153,1,0.00
59,108,1,0.00
70,141,1,0.00
18,128,1,0.00
92,186,1,0.00
50,155,1,0.00
98,178,1,0.00
79,80,1,0.00
63,109,1,0.00
44,71,1,0.00
3,72,1,0.00
60,122,1,0.00
53,105,1,0.00
53,63,1,0.00
31,179,1,0.00
82,93,1,0.00
8,128,1,0.00
119,139,1,0.00
88,180,1,0.00
52,153,1,0.00
26,180,1,0.00
29,127,1,0.00
15,27,1,0.00
48,157,1,0.00
103,136,1,0.00
37,181,1,0.00
51,122,1,0.00
14,30,1,0.00
35,125,1,0.00
66,185,1,0.00
36,37,1,0.00
105,161,1,0.00
108,178,1,0.00
29,43,1,0.00
10,168,1,0.00
49,100,1,0.00
3,60,1,0.00
129,180,1,0.00
95,112,1,0.00
11,82,1,0.00
31,157,1,0.00
34,149,1,0.00
64,81,1,0.00
73,152,1,0.00
67,180,1,0.00
5,142,1,0.00
55,85,1,0.00
159,185,1,0.00
14,81,1,0.00
106,142,1,0.00
30,58,1,0.00
45,86,1,0.00
58,94,1,0.00
14,56,1,0.00
120,186,1,0.00
27,72,1,0.00
6,110,1,0.00
157,179,1,0.00
16,167,1,0.00
164,166,1,0.00
35,48,1,0.00
74,154,1,0.00
92,102,1,0.00
118,123,1,0.00
90,121,1,0.00
63,144,1,0.00
73,170,1,0.00
38,115,1,0.00
80,98,1,0.00
8,66,1,0.00
32,85,1,0.00
35,89,1,0.00
4,104,1,0.00
20,58,1,0.00
49,182,1,0.00
49,170,1,0.00
82,114,1,0.00
27,142,1,0.00
44,119,1,0.00
20,146,1,0.00
125,146,1,0.00
6,148,1,0.00
10,30,1,0.00
17,140,1,0.00
61,124,1,0.00
94,139,1,0.00
90,143,1,0.00
53,148,1,0.00
35,38,1,0.00
24,66,1,0.00
6,137,1,0.00
66,132,1,0.00
87,154,1,0.00
8,158,1,0.00
96,117,1,0.00
62,86,1,0.00
124,161,1,0.00
46,71,1,0.00
28,87,1,0.00
22,95,1,0.00
35,55,1,0.00
112,163,1,0.00
2,56,1,0.00
91,173,1,0.00
108,155,1,0.00
19,82,1,0.00
47,53,1,0.00
3,8,1,0.00
32,118,1,0.00
77,83,1,0.00
147,155,1,0.00
43,99,1,0.00
13,44,1,0.00
34,111,1,0.00
66,138,1,0.00
49,79,1,0.00
5,101,1,0.00
107,175,1,0.00
107,172,1,0.00
64,110,1,0.00
12,37,1,0.00
20,142,1,0.00
59,150,1,0.00
57,121,1,0.00
33,150,1,0.00
18,23,1,0.00
47,69,1,0.00
39,122,1,0.00
103,106,1,0.00
149,155,1,0.00
101,155,1,0.00
40,164,1,0.00
49,66,1,0.00
40,141,1,0.00
4,131,1,0.00
91,145,1,0.00
44,114,1,0.00
129,165,1,0.00
146,180,1,0.00
84,89,1,0.00
83,114,1,0.00
5,80,1,0.00
95,170,1,0.00
108,118,1,0.00
29,50,1,0.00
21,118,1,0.00
49,95,1,0.00
120,173,1,0.00
13,98,1,0.00
1,20,1,0.00
82,86,1,0.00
17,18,1,0.00
41,72,1,0.00
129,147,1,0.00
129,145,1,0.00
64,73,1,0.00
18,110,1,0.00
144,185,1,0.00
32,99,1,0.00
53,119,1,0.00
98,125,1,0.00
82,161,1,0.00
26,126,1,0.00
24,156,1,0.00
43,137,1,0.00
135,169,1,0.00
55,162,1,0.00
54,146,1,0.00
41,43,1,0.00
44,85,1,0.00
70,112,1,0.00
11,164,1,0.00
92,139,1,0.00
32,62,1,0.00
19,91,1,0.00
82,85,1,0.00
65,124,1,0.00
79,181,1,0.00
46,59,1,0.00
124,178,1,0.00
84,124,1,0.00
42,118,1,0.00
121,143,1,0.00
30,182,1,0.00
57,144,1,0.00
67,152,1,0.00
141,162,1,0.00
138,146,1,0.00
51,148,1,0.00
23,174,1,0.00
54,80,1,0.00
4,101,1,0.00
160,182,1,0.00
31,108,1,0.00
41,172,1,0.00
85,175,1,0.00
32,107,1,0.00
44,69,1,0.00
139,157,1,0.00
25,156,1,0.00
44,47,1,0.00
87,110,1,0.00
40,161,1,0.00
25,86,1,0.00
43,163,1,0.00
47,170,1,0.00
108,142,1,0.00
131,156,1,0.00
1,160,1,0.00
71,135,1,0.00
82,132,1,0.00
47,78,1,0.00
20,173,1,0.00
115,123,1,0.00
89,147,1,0.00
32,141,1,0.00
84,118,1,0.00
24,78,1,0.00
87,127,1,0.00
106,151,1,0.00
152,172,1,0.00
55,86,1,0.00
36,77,1,0.00
129,142,1,0.00
80,88,1,0.00
62,175,1,0.00
150,163,1,0.00
46,129,1,0.00
121,171,1,0.00
15,74,1,0.00
73,155,1,0.00
37,138,1,0.00
66,67,1,0.00
53,180,1,0.00
132,157,1,0.00
119,185,1,0.00
51,94,1,0.00
35,131,1,0.00
84,96,1,0.00
56,100,1,0.00
65,137,1,0.00
8,57,1,0.00
2,82,1,0.00
42,117,1,0.00
6,50,1,0.00
102,145,1,0.00
110,141,1,0.00
34,114,1,0.00
14,144,1,0.00
53,108,1,0.00
28,39,1,0.00
155,174,1,0.00
43,62,1,0.00
38,77,1,0.00
135,147,1,0.00
10,68,1,0.00
107,118,1,0.00
153,162,1,0.00
151,161,1,0.00
84,148,1,0.00
79,88,1,0.00
8,17,1,0.00
16,29,1,0.00
160,172,1,0.00
92,169,1,0.00
4,119,1,0.00
13,115,1,0.00
64,172,1,0.00
8,85,1,0.00
15,84,1,0.00
4,145,1,0.00
89,114,1,0.00
94,153,1,0.00
60,174,1,0.00
143,174,1,0.00
83,173,1,0.00
57,139,1,0.00
78,149,1,0.00
138,151,1,0.00
38,109,1,0.00
11,145,1,0.00
73,107,1,0.00
81,111,1,0.00
5,79,1,0.00
13,185,1,0.00
55,181,1,0.00
86,128,1,0.00
131,139,1,0.00
20,67,1,0.00
33,153,1,0.00
95,164,1,0.00
31,41,1,0.00
84,91,1,0.00
99,162,1,0.00
97,144,1,0.00
19,47,1,0.00
78,165,1,0.00
98,153,1,0.00
14,157,1,0.00
10,22,1,0.00
40,156,1,0.00
24,47,1,0.00
59,61,0,BLACK_OUT
59,179,1,0.00
61,103,1,0.00
37,99,1,0.00
52,99,1,0.00
56,165,1,0.00
66,76,1,0.00
18,115,1,0.00
44,129,1,0.00
6,124,1,0.00
41,67,1,0.00
24,105,1,0.00
3,81,1,0.00
77,112,1,0.00
92,150,1,0.00
160,164,1,0.00
49,126,1,0.00
31,36,1,0.00
131,182,1,0.00
31,182,1,0.00
27,127,1,0.00
4,124,1,0.00
5,40,1,0.00
57,86,1,0.00
18,39,1,0.00
91,139,1,0.00
53,100,1,0.00
45,164,1,0.00
96,150,1,0.00
14,17,1,0.00
71,174,1,0.00
32,140,1,0.00
39,168,1,0.00
36,100,1,0.00
72,161,1,0.00
4,30,1,0.00
28,179,1,0.00
25,141,1,0.00
39,70,1,0.00
44,112,1,0.00
124,171,1,0.00
44,178,1,0.00
4,50,1,0.00
36,58,1,0.00
41,44,1,0.00
149,163,1,0.00
43,129,1,0.00
18,153,1,0.00
64,138,1,0.00
115,153,1,0.00
77,137,1,0.00
18,163,1,0.00
98,116,1,0.00
71,78,1,0.00
122,128,1,0.00
2,54,1,0.00
23,186,1,0.00
110,120,1,0.00
132,163,1,0.00
17,42,1,0.00
24,29,1,0.00
27,125,1,0.00
98,102,1,0.00
66,151,1,0.00
55,106,1,0.00
2,174,1,0.00
139,146,1,0.00
118,131,1,0.00
48,105,1,0.00
59,148,1,0.00
111,121,1,0.00
2,114,1,0.00
11,143,1,0.00
49,65,1,0.00
13,139,1,0.00
77,143,1,0.00
53,136,1,0.00
22,111,1,0.00
60,147,1,0.00
69,155,1,0.00
98,144,1,0.00
109,179,1,0.00
110,123,1,0.00
88,165,1,0.00
101,139,1,0.00
131,160,1,0.00
96,166,1,0.00
28,38,1,0.00
60,101,1,0.00
110,182,1,0.00
105,145,1,0.00
30,165,1,0.00
86,90,1,0.00
10,178,1,0.00
23,71,1,0.00
39,151,1,0.00
73,78,1,0.00
116,155,1,0.00
61,126,1,0.00
57,108,1,0.00
112,125,1,0.00
56,186,1,0.00
85,108,1,0.00
77,144,1,0.00
69,106,1,0.00
46,168,1,0.00
23,96,1,0.00
92,100,1,0.00
90,105,1,0.00
105,121,1,0.00
123,158,1,0.00
26,186,1,0.00
82,127,1,0.00
80,103,1,0.00
112,157,1,0.00
19,104,1,0.00
85,185,1,0.00
19,43,1,0.00
2,90,1,0.00
72,91,1,0.00
73,81,1,0.00
166,182,1,0.00
122,163,1,0.00
84,139,1,0.00
14,50,1,0.00
77,124,1,0.00
114,182,1,0.00
37,61,1,0.00
6,186,1,0.00
141,158,1,0.00
84,100,1,0.00
36,61,1,0.00
58,99,1,0.00
77,117,1,0.00
26,162,1,0.00
175,181,1,0.00
43,84,1,0.00
13,182,1,0.00
1,152,1,0.00
1,100,1,0.00
57,90,1,0.00
79,98,1,0.00
78,144,1,0.00
84,137,1,0.00
15,101,1,0.00
54,182,1,0.00
4,84,1,0.00
74,109,1,0.00
17,68,1,0.00
30,107,1,0.00
63,117,1,0.00
35,106,1,0.00
94,140,1,0.00
118,173,1,0.00
108,174,1,0.00
21,140,1,0.00
35,45,1,0.00
78,87,1,0.00
26,95,1,0.00
21,167,1,0.00
1,6,1,0.00
91,181,1,0.00
8,28,1,0.00
106,117,1,0.00
100,143,1,0.00
81,103,1,0.00
69,88,1,0.00
60,128,1,0.00
1,112,1,0.00
60,186,1,0.00
10,124,1,0.00
69,77,1,0.00
11,182,1,0.00
13,131,1,0.00
36,44,1,0.00
41,145,1,0.00
14,128,1,0.00
2,181,1,0.00
8,174,1,0.00
96,116,1,0.00
89,129,1,0.00
48,50,1,0.00
17,59,1,0.00
3,19,1,0.00
116,135,1,0.00
70,119,1,0.00
20,22,0,BLACK_OUT
68,116,1,0.00
116,143,1,0.00
57,182,1,0.00
99,179,1,0.00
14,26,1,0.00
64,116,1,0.00
61,76,1,0.00
42,160,1,0.00
60,110,1,0.00
15,131,1,0.00
93,160,1,0.00
67,78,1,0.00
88,178,1,0.00
21,70,1,0.00
70,78,1,0.00
33,160,1,0.00
66,152,1,0.00
107,110,1,0.00
81,182,1,0.00
10,84,1,0.00
68,179,1,0.00
76,120,1,0.00
66,174,1,0.00
17,139,1,0.00
101,186,1,0.00
14,174,1,0.00
15,165,1,0.00
74,88,1,0.00
90,104,1,0.00
37,154,1,0.00
131,141,1,0.00
33,118,1,0.00
157,164,1,0.00
154,178,1,0.00
61,121,1,0.00
64,130,1,0.00
37,91,1,0.00
64,125,1,0.00
73,88,1,0.00
17,109,1,0.00
37,64,1,0.00
45,72,1,0.00
37,55,1,0.00
146,159,1,0.00
1,173,1,0.00
44,138,1,0.00
43,178,1,0.00
35,67,1,0.00
23,111,1,0.00
20,147,1,0.00
127,131,1,0.00
13,85,1,0.00
61,161,1,0.00
30,51,1,0.00
105,136,1,0.00
85,158,1,0.00
38,48,1,0.00
23,98,1,0.00
15,75,1,0.00
57,92,1,0.00
86,170,1,0.00
80,170,1,0.00
77,127,1,0.00
24,62,1,0.00
45,140,1,0.00
4,34,1,0.00
65,128,1,0.00
79,106,1,0.00
26,92,1,0.00
25,159,1,0.00
55,100,1,0.00
12,181,1,0.00
34,65,1,0.00
101,144,1,0.00
155,161,1,0.00
64,68,1,0.00
44,140,1,0.00
1,39,1,0.00
6,82,1,0.00
51,180,1,0.00
82,171,1,0.00
26,43,1,0.00
47,166,1,0.00
45,108,1,0.00
48,67,1,0.00
26,33,1,0.00
64,71,1,0.00
18,24,1,0.00
72,159,1,0.00
127,153,1,0.00
66,147,1,0.00
59,95,1,0.00
29,60,1,0.00
112,167,1,0.00
47,72,1,0.00
30,128,1,0.00
33,48,1,0.00
60,162,1,0.00
49,50,1,0.00
123,180,1,0.00
4,8,1,0.00
69,182,1,0.00
91,106,1,0.00
53,152,1,0.00
8,147,1,0.00
37,94,1,0.00
42,83,1,0.00
59,62,1,0.00
73,154,1,0.00
69,178,1,0.00
157,166,1,0.00
38,145,1,0.00
11,136,1,0.00
47,68,1,0.00
94,123,1,0.00
63,142,1,0.00
111,140,1,0.00
44,61,1,0.00
15,59,1,0.00
17,31,1,0.00
78,186,1,0.00
155,172,1,0.00
21,81,1,0.00
63,138,1,0.00
43,101,1,0.00
30,92,1,0.00
2,74,1,0.00
110,174,1,0.00
39,47,1,0.00
86,175,1,0.00
6,122,1,0.00
38,119,1,0.00
10,131,1,0.00
47,129,1,0.00
150,178,1,0.00
76,93,1,0.00
98,132,1,0.00
5,83,1,0.00
60,108,1,0.00
101,161,1,0.00
93,172,1,0.00
108,149,1,0.00
100,123,1,0.00
60,171,1,0.00
88,159,1,0.00
74,107,1,0.00
79,91,1,0.00
1,67,1,0.00
4,103,1,0.00
86,106,1,0.00
30,89,1,0.00
81,84,1,0.00
53,140,1,0.00
25,31,1,0.00
120,135,1,0.00
54,123,1,0.00
1,109,1,0.00
20,38,1,0.00
8,172,1,0.00
43,67,1,0.00
1,168,1,0.00
29,132,1,0.00
28,80,1,0.00
4,139,1,0.00
125,151,1,0.00
84,161,1,0.00
117,128,1,0.00
33,103,1,0.00
117,175,1,0.00
62,108,1,0.00
6,117,1,0.00
30,123,1,0.00
90,186,1,0.00
25,39,1,0.00
114,143,1,0.00
21,173,1,0.00
71,182,1,0.00
22,61,1,0.00
50,56,1,0.00
127,161,1,0.00
127,150,1,0.00
90,159,1,0.00
132,165,1,0.00
78,173,1,0.00
89,107,1,0.00
67,173,1,0.00
1,43,1,0.00
65,173,1,0.00
56,125,1,0.00
21,54,1,0.00
5,41,1,0.00
47,91,1,0.00
29,81,1,0.00
67,70,1,0.00
103,141,1,0.00
73,173,1,0.00
39,179,1,0.00
58,157,1,0.00
19,175,1,0.00
128,160,1,0.00
66,107,1,0.00
142,175,1,0.00
116,140,1,0.00
35,108,1,0.00
64,90,1,0.00
119,131,1,0.00
49,61,1,0.00
49,92,1,0.00
80,141,1,0.00
75,159,1,0.00
43,171,1,0.00
141,155,1,0.00
94,130,1,0.00
38,46,1,0.00
6,94,1,0.00
47,165,1,0.00
106,124,1,0.00
52,84,1,0.00
116,157,1,0.00
46,70,1,0.00
33,140,1,0.00
82,110,1,0.00
91,110,1,0.00
48,97,1,0.00
2,96,1,0.00
41,42,1,0.00
116,147,1,0.00
47,50,1,0.00
160,171,1,0.00
56,83,1,0.00
116,173,1,0.00
141,151,1,0.00
61,157,1,0.00
5,30,1,0.00
104,175,1,0.00
93,171,1,0.00
112,124,1,0.00
34,165,1,0.00
125,150,1,0.00
85,152,1,0.00
68,174,1,0.00
116,174,1,0.00
54,162,1,0.00
22,118,1,0.00
26,149,1,0.00
78,117,1,0.00
114,186,1,0.00
77,118,1,0.00
92,178,1,0.00
29,129,1,0.00
164,179,1,0.00
15,167,1,0.00
13,46,1,0.00
26,114,1,0.00
16,99,1,0.00
1,72,1,0.00
77,80,1,0.00
50,164,1,0.00
17,39,1,0.00
128,156,1,0.00
29,174,1,0.00
90,126,1,0.00
22,87,1,0.00
112,166,1,0.00
2,142,1,0.00
19,180,1,0.00
67,84,1,0.00
85,174,1,0.00
26,160,1,0.00
5,105,1,0.00
20,165,1,0.00
24,33,1,0.00
28,105,1,0.00
39,51,1,0.00
37,116,1,0.00
149,152,1,0.00
10,102,1,0.00
